,radius,density,temperature,pressure,ne20,o16,o20,mg24,f29,he4,al27,si28,s32,p31,h1,enuc
1844,28820312.5,4011787905.882947,315741207.8800845,3.075787012989038e+27,0.4,0.6,2.649301401866185e-21,8.912930162369906e-20,9.289274066492426e-26,1e-30,1e-30,1.251554199900427e-19,1e-30,1e-30,1e-30,1.0024426976293272e-10
1845,28835937.5,4009213847.714036,315681221.9807262,3.073148241454631e+27,0.4,0.6,2.577102849213484e-21,8.814160140002105e-20,9.15040841969011e-26,1e-30,1e-30,1.23199504361274e-19,1e-30,1e-30,1e-30,9.957769229128162e-11
1846,28851562.5,4006640466.075677,315621236.081368,3.070510731136127e+27,0.4,0.6,2.504904296560783e-21,8.715390117634303e-20,9.011542772887794e-26,1e-30,1e-30,1.212435887325053e-19,1e-30,1e-30,1e-30,9.891617804411126e-11
1847,28867187.5,4004067762.318241,315561250.1820099,3.067874483174289e+27,0.4,0.6,2.432705743908082e-21,8.616620095266502e-20,8.872677126085478e-26,1e-30,1e-30,1.192876731037366e-19,1e-30,1e-30,1e-30,9.825967798349216e-11
1848,28882812.5,4001495737.790024,315501264.2826517,3.065239498705519e+27,0.4,0.6,2.360507191255381e-21,8.5178500728987e-20,8.733811479283162e-26,1e-30,1e-30,1.173317574749679e-19,1e-30,1e-30,1e-30,9.760814356207833e-11
1849,28898437.5,3998924393.83871,315441278.3832934,3.062605778863218e+27,0.4,0.6,2.288308638602681e-21,8.4190800505309e-20,8.594945832480845e-26,1e-30,1e-30,1.153758418461992e-19,1e-30,1e-30,1e-30,9.696152671775044e-11
1850,28914062.5,3996353731.809515,315381292.4839352,3.059973324777001e+27,0.4,0.6,2.21611008594998e-21,8.320310028163099e-20,8.456080185678529e-26,1e-30,1e-30,1.134199262174305e-19,1e-30,1e-30,1e-30,9.631977986830769e-11
1851,28929687.5,3993783753.047369,315321306.5845771,3.057342137572624e+27,0.4,0.6,2.143911533297279e-21,8.221540005795297e-20,8.317214538876213e-26,1e-30,1e-30,1.114640105886618e-19,1e-30,1e-30,1e-30,9.568285590652167e-11
1852,28945312.5,3991214458.895384,315261320.6852189,3.054712218372564e+27,0.4,0.6,2.071712980644578e-21,8.122769983427496e-20,8.178348892073898e-26,1e-30,1e-30,1.095080949598931e-19,1e-30,1e-30,1e-30,9.505070819458705e-11
1853,28960937.5,3988645850.268936,315201334.7858607,3.052083568295638e+27,0.4,0.6,1.999514427991877e-21,8.023999961059696e-20,8.039483245271581e-26,1e-30,1e-30,1.075521793311244e-19,1e-30,1e-30,1e-30,9.440109940859588e-11
1854,28976562.5,3986077927.410373,315141348.8865025,3.049456188457885e+27,0.4,0.6,1.927315875339176e-21,7.925229938691894e-20,7.900617598469265e-26,1e-30,1e-30,1.055962637023557e-19,1e-30,1e-30,1e-30,9.374827761017777e-11
1855,28992187.5,3983510691.61897,315081362.9871443,3.046830079972305e+27,0.4,0.6,1.855117322686476e-21,7.826459916324093e-20,7.761751951666949e-26,1e-30,1e-30,1.03640348073587e-19,1e-30,1e-30,1e-30,9.310039473705202e-11
1856,29007812.5,3980944144.247018,315021377.0877861,3.044205243947146e+27,0.4,0.6,1.782918770033775e-21,7.727689893956291e-20,7.622886304864633e-26,1e-30,1e-30,1.016844324448183e-19,1e-30,1e-30,1e-30,9.245740587999632e-11
1857,29023437.5,3978377760.196787,314980849.8043975,3.041581681662249e+27,0.4,0.6,1.742118586692593e-21,7.658251978228593e-20,7.552969700399464e-26,1e-30,1e-30,1.004889114612513e-19,1e-30,1e-30,1e-30,9.192662763123902e-11
1858,29039062.5,3975811788.002946,314950678.123484,3.038959394485198e+27,0.4,0.6,1.718028175077631e-21,7.604424198216618e-20,7.519746809125712e-26,1e-30,1e-30,9.969806184189095e-20,1e-30,1e-30,1e-30,9.145607892015264e-11
1859,29054687.5,3973246509.473459,314920506.4425706,3.03633838360684e+27,0.4,0.6,1.693937763462668e-21,7.550596418204641e-20,7.486523917851962e-26,1e-30,1e-30,9.890721222253065e-20,1e-30,1e-30,1e-30,9.098824281750476e-11
1860,29070312.5,3970681925.944202,314890334.7616571,3.033718650121918e+27,0.4,0.6,1.669847351847706e-21,7.496768638192666e-20,7.453301026578211e-26,1e-30,1e-30,9.811636260317034e-20,1e-30,1e-30,1e-30,9.052310135367703e-11
1861,29085937.5,3968118038.746516,314860163.0807437,3.031100195121988e+27,0.4,0.6,1.645756940232743e-21,7.44294085818069e-20,7.420078135304461e-26,1e-30,1e-30,9.732551298381001e-20,1e-30,1e-30,1e-30,9.006063669129813e-11
1862,29101562.5,3965554849.20798,314829991.3998303,3.028483019694669e+27,0.4,0.6,1.621666528617781e-21,7.389113078168714e-20,7.38685524403071e-26,1e-30,1e-30,9.65346633644497e-20,1e-30,1e-30,1e-30,8.960083112401892e-11
1863,29117187.5,3962992358.65109,314799819.7189168,3.02586712492368e+27,0.4,0.6,1.597576117002818e-21,7.335285298156739e-20,7.35363235275696e-26,1e-30,1e-30,9.57438137450894e-20,1e-30,1e-30,1e-30,8.914366707555946e-11
1864,29132812.5,3960430568.395163,314769648.0380034,3.023252511889855e+27,0.4,0.6,1.573485705387855e-21,7.281457518144764e-20,7.32040946148321e-26,1e-30,1e-30,9.495296412572908e-20,1e-30,1e-30,1e-30,8.868912709868912e-11
1865,29148437.5,3957869479.754411,314739476.35709,3.020639181669908e+27,0.4,0.6,1.549395293772893e-21,7.227629738132788e-20,7.287186570209458e-26,1e-30,1e-30,9.416211450636878e-20,1e-30,1e-30,1e-30,8.823719387424884e-11
1866,29164062.5,3955309094.039755,314709304.6761765,3.01802713533744e+27,0.4,0.6,1.52530488215793e-21,7.173801958120812e-20,7.253963678935708e-26,1e-30,1e-30,9.337126488700847e-20,1e-30,1e-30,1e-30,8.778785021003106e-11
1867,29179687.5,3952749412.557998,314679132.9952631,3.015416373962257e+27,0.4,0.6,1.501214470542968e-21,7.119974178108837e-20,7.220740787661957e-26,1e-30,1e-30,9.258041526764816e-20,1e-30,1e-30,1e-30,8.734107903977616e-11
1868,29195312.5,3950190436.611386,314648961.3143497,3.012806898610602e+27,0.4,0.6,1.477124058928005e-21,7.066146398096861e-20,7.187517896388207e-26,1e-30,1e-30,9.178956564828785e-20,1e-30,1e-30,1e-30,8.689686342224939e-11
1869,29210937.5,3947632167.498975,314618789.6334362,3.010198710345532e+27,0.4,0.6,1.453033647313043e-21,7.012318618084886e-20,7.154295005114456e-26,1e-30,1e-30,9.099871602892754e-20,1e-30,1e-30,1e-30,8.645518654026123e-11
1870,29226562.5,3945074606.515522,314588617.9525228,3.007591810226082e+27,0.4,0.6,1.42894323569808e-21,6.95849083807291e-20,7.121072113840706e-26,1e-30,1e-30,9.020786640956721e-20,1e-30,1e-30,1e-30,8.601603169953887e-11
1871,29242187.5,3942517754.95102,314558446.2716094,3.004986199307803e+27,0.4,0.6,1.404852824083117e-21,6.904663058060935e-20,7.087849222566954e-26,1e-30,1e-30,8.94170167902069e-20,1e-30,1e-30,1e-30,8.557938232795837e-11
1872,29257812.5,3939961614.093053,314528274.5906959,3.002381878643343e+27,0.4,0.6,1.380762412468155e-21,6.850835278048959e-20,7.054626331293204e-26,1e-30,1e-30,8.86261671708466e-20,1e-30,1e-30,1e-30,8.514522197420853e-11
1873,29273437.5,3937406185.224098,314498102.9097825,2.999778849280758e+27,0.4,0.6,1.356672000853192e-21,6.797007498036984e-20,7.021403440019453e-26,1e-30,1e-30,8.783531755148629e-20,1e-30,1e-30,1e-30,8.471353430737552e-11
1874,29289062.5,3934851469.623479,314467931.2288691,2.997177112265473e+27,0.4,0.6,1.33258158923823e-21,6.743179718025008e-20,6.988180548745703e-26,1e-30,1e-30,8.704446793212598e-20,1e-30,1e-30,1e-30,8.428430311557684e-11
1875,29304687.5,3932297468.566703,314437759.5479556,2.99457666863926e+27,0.4,0.6,1.308491177623267e-21,6.689351938013032e-20,6.954957657471953e-26,1e-30,1e-30,8.625361831276567e-20,1e-30,1e-30,1e-30,8.385751230502313e-11
1876,29320312.5,3929744183.325253,314407587.8670422,2.99197751943998e+27,0.4,0.6,1.284400766008305e-21,6.635524158001057e-20,6.921734766198202e-26,1e-30,1e-30,8.546276869340536e-20,1e-30,1e-30,1e-30,8.343314589937059e-11
1877,29335937.5,3927191615.16673,314377416.1861287,2.989379665702711e+27,0.4,0.6,1.260310354393342e-21,6.58169637798908e-20,6.888511874924452e-26,1e-30,1e-30,8.467191907404505e-20,1e-30,1e-30,1e-30,8.301118803847141e-11
1878,29351562.5,3924639765.355388,314347244.5052153,2.986783108457654e+27,0.4,0.6,1.236219942778379e-21,6.527868597977106e-20,6.8552889836507e-26,1e-30,1e-30,8.388106945468474e-20,1e-30,1e-30,1e-30,8.25916229776958e-11
1879,29367187.5,3922088635.151212,314317072.8243019,2.984187848732672e+27,0.4,0.6,1.212129531163417e-21,6.47404081796513e-20,6.82206609237695e-26,1e-30,1e-30,8.309021983532443e-20,1e-30,1e-30,1e-30,8.217443508673788e-11
1880,29382812.5,3919538225.81128,314286901.1433885,2.981593887551977e+27,0.4,0.6,1.188039119548454e-21,6.420213037953155e-20,6.788843201103199e-26,1e-30,1e-30,8.229937021596412e-20,1e-30,1e-30,1e-30,8.175960884898276e-11
1881,29398437.5,3916988538.588553,314256729.462475,2.97900122593617e+27,0.4,0.6,1.163948707933492e-21,6.366385257941178e-20,6.755620309829449e-26,1e-30,1e-30,8.150852059660381e-20,1e-30,1e-30,1e-30,8.134712886059352e-11
1882,29414062.5,3914439574.732613,314226557.7815616,2.976409864902341e+27,0.4,0.6,1.139858296318529e-21,6.312557477929203e-20,6.722397418555698e-26,1e-30,1e-30,8.071767097724349e-20,1e-30,1e-30,1e-30,8.09369798292712e-11
1883,29429687.5,3911891602.08879,314186420.6848999,2.973819805375887e+27,0.4,0.6,1.119506740747162e-21,6.250905638033486e-20,6.687311781778893e-26,1e-30,1e-30,7.989912385106855e-20,1e-30,1e-30,1e-30,8.04787078027631e-11
1884,29445312.5,3909344363.25847,314145970.8276852,2.971231048275635e+27,0.4,0.6,1.099272527664422e-21,6.18900824317464e-20,6.652167683485929e-26,1e-30,1e-30,7.907970744981576e-20,1e-30,1e-30,1e-30,8.002173924791867e-11
1885,29460937.5,3906797851.10393,314105520.9704705,2.968643594605654e+27,0.4,0.6,1.079038314581681e-21,6.127110848315796e-20,6.617023585192965e-26,1e-30,1e-30,7.826029104856297e-20,1e-30,1e-30,1e-30,7.956764535807251e-11
1886,29476562.5,3904252066.860225,314065071.1132557,2.966057445368885e+27,0.4,0.6,1.058804101498941e-21,6.06521345345695e-20,6.581879486900002e-26,1e-30,1e-30,7.744087464731018e-20,1e-30,1e-30,1e-30,7.911640538447234e-11
1887,29492187.5,3901707011.759348,314024621.256041,2.963472601565067e+27,0.4,0.6,1.038569888416201e-21,6.003316058598105e-20,6.546735388607038e-26,1e-30,1e-30,7.662145824605738e-20,1e-30,1e-30,1e-30,7.86679987458857e-11
1888,29507812.5,3899162687.029705,313984171.3988263,2.960889064190655e+27,0.4,0.6,1.018335675333461e-21,5.94141866373926e-20,6.511591290314073e-26,1e-30,1e-30,7.580204184480459e-20,1e-30,1e-30,1e-30,7.822240502682829e-11
1889,29523437.5,3896619093.896049,313943721.5416116,2.958306834238166e+27,0.4,0.6,9.981014622507204e-22,5.879521268880415e-20,6.47644719202111e-26,1e-30,1e-30,7.49826254435518e-20,1e-30,1e-30,1e-30,7.777960397640221e-11
1890,29539062.5,3894076233.580186,313903271.6843968,2.955725912696669e+27,0.4,0.6,9.7786724916798e-22,5.81762387402157e-20,6.441303093728147e-26,1e-30,1e-30,7.416320904229901e-20,1e-30,1e-30,1e-30,7.733957550648382e-11
1891,29554687.5,3891534107.300083,313862821.8271821,2.953146300552406e+27,0.4,0.6,9.576330360852397e-22,5.755726479162724e-20,6.406158995435182e-26,1e-30,1e-30,7.334379264104621e-20,1e-30,1e-30,1e-30,7.690229969072774e-11
1892,29570312.5,3888992716.270983,313822371.9699674,2.950567998787459e+27,0.4,0.6,9.373988230024995e-22,5.69382908430388e-20,6.371014897142219e-26,1e-30,1e-30,7.252437623979342e-20,1e-30,1e-30,1e-30,7.646775676274701e-11
1893,29585937.5,3886452061.703942,313781922.1127526,2.947991008381126e+27,0.4,0.6,9.171646099197592e-22,5.631931689445035e-20,6.335870798849255e-26,1e-30,1e-30,7.170495983854063e-20,1e-30,1e-30,1e-30,7.60359271146432e-11
1894,29601562.5,3883912144.808088,313741472.2555379,2.945415330308829e+27,0.4,0.6,8.96930396837019e-22,5.570034294586189e-20,6.300726700556292e-26,1e-30,1e-30,7.088554343728783e-20,1e-30,1e-30,1e-30,7.560679129621988e-11
1895,29617187.5,3881372966.788035,313701022.3983232,2.942840965542281e+27,0.4,0.6,8.766961837542785e-22,5.508136899727345e-20,6.265582602263327e-26,1e-30,1e-30,7.006612703603504e-20,1e-30,1e-30,1e-30,7.518033001281554e-11
1896,29632812.5,3878834528.845243,313660572.5411084,2.940267915050199e+27,0.4,0.6,8.564619706715383e-22,5.4462395048685e-20,6.230438503970364e-26,1e-30,1e-30,6.924671063478225e-20,1e-30,1e-30,1e-30,7.475652412413112e-11
1897,29648437.5,3876296832.178838,313620122.6838937,2.937696179798026e+27,0.4,0.6,8.36227757588798e-22,5.384342110009654e-20,6.1952944056774e-26,1e-30,1e-30,6.842729423352945e-20,1e-30,1e-30,1e-30,7.43353546433889e-11
1898,29664062.5,3873759877.984258,313579672.826679,2.935125760747234e+27,0.4,0.6,8.159935445060578e-22,5.32244471515081e-20,6.160150307384436e-26,1e-30,1e-30,6.760787783227666e-20,1e-30,1e-30,1e-30,7.391680273521758e-11
1899,29679687.5,3871223667.453707,313539222.9694642,2.932556658855911e+27,0.4,0.6,7.957593314233174e-22,5.260547320291964e-20,6.125006209091472e-26,1e-30,1e-30,6.678846143102387e-20,1e-30,1e-30,1e-30,7.350084971470851e-11
1900,29695312.5,3868688201.776445,313498773.1122496,2.929988875079094e+27,0.4,0.6,7.755251183405772e-22,5.198649925433119e-20,6.089862110798509e-26,1e-30,1e-30,6.596904502977108e-20,1e-30,1e-30,1e-30,7.308747704612569e-11
1901,29710937.5,3866153482.138598,313458323.2550348,2.927422410368814e+27,0.4,0.6,7.552909052578368e-22,5.136752530574274e-20,6.054718012505544e-26,1e-30,1e-30,6.514962862851828e-20,1e-30,1e-30,1e-30,7.267666634146281e-11
1902,29726562.5,3863619509.723421,313417873.3978201,2.924857265672187e+27,0.4,0.6,7.350566921750966e-22,5.074855135715429e-20,6.019573914212581e-26,1e-30,1e-30,6.433021222726549e-20,1e-30,1e-30,1e-30,7.22683993589903e-11
1903,29742187.5,3861086285.710641,313377423.5406054,2.92229344193427e+27,0.4,0.6,7.148224790923563e-22,5.012957740856584e-20,5.984429815919617e-26,1e-30,1e-30,6.35107958260127e-20,1e-30,1e-30,1e-30,7.186265800228923e-11
1904,29757812.5,3858553811.277293,313336973.6833906,2.91973094009627e+27,0.4,0.6,6.94588266009616e-22,4.951060345997739e-20,5.949285717626654e-26,1e-30,1e-30,6.26913794247599e-20,1e-30,1e-30,1e-30,7.14594243187228e-11
1905,29773437.5,3856022087.597705,313296523.8261759,2.917169761096351e+27,0.4,0.6,6.743540529268757e-22,4.889162951138894e-20,5.914141619333689e-26,1e-30,1e-30,6.187196302350711e-20,1e-30,1e-30,1e-30,7.105868049827949e-11
1906,29789062.5,3853491115.842756,313256073.9689612,2.914609905868292e+27,0.4,0.6,6.541198398441355e-22,4.827265556280049e-20,5.878997521040726e-26,1e-30,1e-30,6.105254662225432e-20,1e-30,1e-30,1e-30,7.066040887221052e-11
1907,29804687.5,3850960897.180581,313215624.1117464,2.912051375343524e+27,0.4,0.6,6.338856267613951e-22,4.765368161421204e-20,5.843853422747762e-26,1e-30,1e-30,6.023313022100152e-20,1e-30,1e-30,1e-30,7.026459191175744e-11
1908,29820312.5,3848431435.895335,313175056.3910982,2.909494170448488e+27,0.4,0.6,6.183477185867879e-22,4.711078317218999e-20,5.810973523284927e-26,1e-30,1e-30,5.952687788882581e-20,1e-30,1e-30,1e-30,6.98705870546314e-11
1909,29835937.5,3845902732.575284,313134392.2856551,2.906938292105571e+27,0.4,0.6,6.066502923305587e-22,4.663009674857708e-20,5.77994521030057e-26,1e-30,1e-30,5.891316736762748e-20,1e-30,1e-30,1e-30,6.947850523774091e-11
1910,29851562.5,3843374785.826173,313093728.1802121,2.904383741234685e+27,0.4,0.6,5.949528660743295e-22,4.614941032496417e-20,5.748916897316215e-26,1e-30,1e-30,5.829945684642916e-20,1e-30,1e-30,1e-30,6.908884463035568e-11
1911,29867187.5,3840847596.804688,313053064.074769,2.901830518753273e+27,0.4,0.6,5.832554398181004e-22,4.566872390135126e-20,5.71788858433186e-26,1e-30,1e-30,5.768574632523083e-20,1e-30,1e-30,1e-30,6.870158813608888e-11
1912,29882812.5,3838321166.664536,313012399.969326,2.899278625575314e+27,0.4,0.6,5.715580135618712e-22,4.518803747773835e-20,5.686860271347505e-26,1e-30,1e-30,5.707203580403251e-20,1e-30,1e-30,1e-30,6.83167187937955e-11
1913,29898437.5,3835795496.556802,312971735.8638829,2.89672806261164e+27,0.4,0.6,5.598605873056421e-22,4.470735105412544e-20,5.65583195836315e-26,1e-30,1e-30,5.645832528283417e-20,1e-30,1e-30,1e-30,6.79342197761368e-11
1914,29914062.5,3833270587.629623,312931071.7584398,2.894178830769353e+27,0.4,0.6,5.48163161049413e-22,4.422666463051253e-20,5.624803645378793e-26,1e-30,1e-30,5.584461476163585e-20,1e-30,1e-30,1e-30,6.755407438862691e-11
1915,29929687.5,3830746441.028368,312890407.6529967,2.891630930952464e+27,0.4,0.6,5.364657347931839e-22,4.374597820689962e-20,5.593775332394438e-26,1e-30,1e-30,5.523090424043752e-20,1e-30,1e-30,1e-30,6.717626606842806e-11
1916,29945312.5,3828223057.895823,312849743.5475537,2.889084364061698e+27,0.4,0.6,5.247683085369547e-22,4.326529178328672e-20,5.562747019410083e-26,1e-30,1e-30,5.46171937192392e-20,1e-30,1e-30,1e-30,6.680077838307072e-11
1917,29960937.5,3825700439.372198,312809079.4421106,2.886539130994137e+27,0.4,0.6,5.130708822807255e-22,4.278460535967381e-20,5.531718706425728e-26,1e-30,1e-30,5.400348319804087e-20,1e-30,1e-30,1e-30,6.64275950293846e-11
1918,29976562.5,3823178586.59472,312768415.3366675,2.883995232643657e+27,0.4,0.6,5.013734560244964e-22,4.23039189360609e-20,5.500690393441371e-26,1e-30,1e-30,5.338977267684255e-20,1e-30,1e-30,1e-30,6.605669983237693e-11
1919,29992187.5,3820657500.698067,312727751.2312245,2.881452669900755e+27,0.4,0.6,4.896760297682672e-22,4.182323251244799e-20,5.469662080457016e-26,1e-30,1e-30,5.277606215564422e-20,1e-30,1e-30,1e-30,6.56880767440454e-11
1920,30007812.5,3818137182.814318,312687087.1257814,2.878911443652332e+27,0.4,0.6,4.779786035120381e-22,4.134254608883508e-20,5.438633767472661e-26,1e-30,1e-30,5.216235163444589e-20,1e-30,1e-30,1e-30,6.532170984230662e-11
1921,30023437.5,3815617634.072764,312646423.0203384,2.876371554782401e+27,0.4,0.6,4.662811772558089e-22,4.086185966522217e-20,5.407605454488306e-26,1e-30,1e-30,5.154864111324757e-20,1e-30,1e-30,1e-30,6.495758332982412e-11
1922,30039062.5,3813098855.600449,312605758.9148953,2.873833004171334e+27,0.4,0.6,4.545837509995798e-22,4.038117324160926e-20,5.37657714150395e-26,1e-30,1e-30,5.093493059204924e-20,1e-30,1e-30,1e-30,6.459568153296689e-11
1923,30054687.5,3810580848.521526,312565094.8094522,2.871295792696106e+27,0.4,0.6,4.428863247433506e-22,3.990048681799636e-20,5.345548828519594e-26,1e-30,1e-30,5.032122007085091e-20,1e-30,1e-30,1e-30,6.423486637868473e-11
1924,30070312.5,3808063613.957646,312524430.7040091,2.868759921230372e+27,0.4,0.6,4.311888984871215e-22,3.941980039438345e-20,5.314520515535239e-26,1e-30,1e-30,4.970750954965259e-20,1e-30,1e-30,1e-30,6.386911048809193e-11
1925,30085937.5,3805547153.02825,312483766.5985661,2.86622539064478e+27,0.4,0.6,4.194914722308924e-22,3.893911397077054e-20,5.283492202550884e-26,1e-30,1e-30,4.909379902845426e-20,1e-30,1e-30,1e-30,6.350558081155254e-11
1926,30101562.5,3803031466.84979,312443102.493123,2.863692201806364e+27,0.4,0.6,4.077940459746632e-22,3.845842754715762e-20,5.252463889566528e-26,1e-30,1e-30,4.848008850725594e-20,1e-30,1e-30,1e-30,6.31442621419551e-11
1927,30117187.5,3800516556.536849,312402438.3876799,2.86116035557861e+27,0.4,0.6,3.960966197184341e-22,3.797774112354472e-20,5.221435576582172e-26,1e-30,1e-30,4.786637798605761e-20,1e-30,1e-30,1e-30,6.278513939056717e-11
1928,30132812.5,3798002423.200767,312361774.2822369,2.858629852822241e+27,0.4,0.6,3.843991934622049e-22,3.749705469993181e-20,5.190407263597817e-26,1e-30,1e-30,4.725266746485928e-20,1e-30,1e-30,1e-30,6.242819758578324e-11
1929,30148437.5,3795489067.951112,312321110.1767938,2.856100694393973e+27,0.4,0.6,3.727017672059758e-22,3.70163682763189e-20,5.159378950613462e-26,1e-30,1e-30,4.663895694366096e-20,1e-30,1e-30,1e-30,6.207342187246206e-11
1930,30164062.5,3792976491.894739,312280446.0713508,2.853572881147986e+27,0.4,0.6,3.610043409497466e-22,3.6535681852706e-20,5.128350637629106e-26,1e-30,1e-30,4.602524642246263e-20,1e-30,1e-30,1e-30,6.17207975103608e-11
1931,30179687.5,3790464696.13622,312239781.9659077,2.851046413934385e+27,0.4,0.6,3.493069146935175e-22,3.605499542909308e-20,5.097322324644751e-26,1e-30,1e-30,4.54115359012643e-20,1e-30,1e-30,1e-30,6.137030987372596e-11
1932,30195312.5,3787953681.777631,312199117.8604646,2.848521293600508e+27,0.4,0.6,3.376094884372883e-22,3.557430900548017e-20,5.066294011660395e-26,1e-30,1e-30,4.479782538006598e-20,1e-30,1e-30,1e-30,6.102194444978521e-11
1933,30210937.5,3785443451.963417,312158375.6317923,2.845997520989213e+27,0.4,0.6,3.278974783640116e-22,3.513862593165389e-20,5.040882156002324e-26,1e-30,1e-30,4.424333574533534e-20,1e-30,1e-30,1e-30,6.067521490237481e-11
1934,30226562.5,3782934009.018259,312117508.2149489,2.843475096939406e+27,0.4,0.6,3.213669883464323e-22,3.47750582466056e-20,5.024470363796426e-26,1e-30,1e-30,4.378374431866351e-20,1e-30,1e-30,1e-30,6.03298368555932e-11
1935,30242187.5,3780425350.757238,312076640.7981055,2.840954022287152e+27,0.4,0.6,3.148364983288529e-22,3.44114905615573e-20,5.008058571590528e-26,1e-30,1e-30,4.332415289199167e-20,1e-30,1e-30,1e-30,5.998655863477726e-11
1936,30257812.5,3777917478.272857,312035773.3812622,2.838434297866243e+27,0.4,0.6,3.083060083112735e-22,3.404792287650901e-20,4.991646779384631e-26,1e-30,1e-30,4.286456146531984e-20,1e-30,1e-30,1e-30,5.964536607567682e-11
1937,30273437.5,3775410392.65597,311994905.9644188,2.835915924507436e+27,0.4,0.6,3.017755182936941e-22,3.368435519146071e-20,4.975234987178732e-26,1e-30,1e-30,4.240497003864801e-20,1e-30,1e-30,1e-30,5.930624512331579e-11
1938,30289062.5,3772904094.994827,311954038.5475754,2.83339890303811e+27,0.4,0.6,2.952450282761147e-22,3.332078750641242e-20,4.958823194972835e-26,1e-30,1e-30,4.194537861197618e-20,1e-30,1e-30,1e-30,5.8969181830868e-11
1939,30304687.5,3770398586.375431,311913171.1307321,2.830883234282082e+27,0.4,0.6,2.887145382585354e-22,3.295721982136412e-20,4.942411402766936e-26,1e-30,1e-30,4.148578718530434e-20,1e-30,1e-30,1e-30,5.863416235895454e-11
1940,30320312.5,3767893867.881667,311872303.7138886,2.828368919060115e+27,0.4,0.6,2.82184048240956e-22,3.259365213631582e-20,4.925999610561038e-26,1e-30,1e-30,4.102619575863251e-20,1e-30,1e-30,1e-30,5.830117297449684e-11
1941,30335937.5,3765389940.595035,311831436.2970453,2.825855958189644e+27,0.4,0.6,2.756535582233766e-22,3.223008445126753e-20,4.90958781835514e-26,1e-30,1e-30,4.056660433196068e-20,1e-30,1e-30,1e-30,5.7970200049845956e-11
1942,30351562.5,3762886805.59523,311790568.8802019,2.823344352484806e+27,0.4,0.6,2.691230682057972e-22,3.186651676621923e-20,4.893176026149242e-26,1e-30,1e-30,4.010701290528885e-20,1e-30,1e-30,1e-30,5.764123006192677e-11
1943,30367187.5,3760384463.959343,311749701.4633585,2.8208341027564e+27,0.4,0.6,2.625925781882178e-22,3.150294908117094e-20,4.876764233943344e-26,1e-30,1e-30,3.964742147861701e-20,1e-30,1e-30,1e-30,5.7314249591171544e-11
1944,30382812.5,3757882916.762715,311708834.0465152,2.818325209812227e+27,0.4,0.6,2.560620881706385e-22,3.113938139612264e-20,4.860352441737446e-26,1e-30,1e-30,3.918783005194518e-20,1e-30,1e-30,1e-30,5.698924532082969e-11
1945,30398437.5,3755382165.078316,311667966.6296718,2.815817674456399e+27,0.4,0.6,2.495315981530591e-22,3.077581371107435e-20,4.843940649531548e-26,1e-30,1e-30,3.872823862527335e-20,1e-30,1e-30,1e-30,5.666620403594902e-11
1946,30414062.5,3752882209.977142,311627099.2128284,2.81331149749005e+27,0.4,0.6,2.430011081354797e-22,3.041224602602605e-20,4.82752885732565e-26,1e-30,1e-30,3.826864719860151e-20,1e-30,1e-30,1e-30,5.6345112622417054e-11
1947,30429687.5,3750383052.527891,311586231.795985,2.810806679710887e+27,0.4,0.6,2.364706181179003e-22,3.004867834097775e-20,4.811117065119752e-26,1e-30,1e-30,3.780905577192968e-20,1e-30,1e-30,1e-30,5.6025958066276e-11
1948,30445312.5,3747884693.797699,311545364.3791417,2.808303221913668e+27,0.4,0.6,2.29940128100321e-22,2.968511065592946e-20,4.794705272913854e-26,1e-30,1e-30,3.734946434525785e-20,1e-30,1e-30,1e-30,5.57087274526197e-11
1949,30460937.5,3745387134.85112,311504496.9622983,2.805801124889448e+27,0.4,0.6,2.234096380827416e-22,2.932154297088116e-20,4.778293480707956e-26,1e-30,1e-30,3.688987291858602e-20,1e-30,1e-30,1e-30,5.53934079649915e-11
1950,30476562.5,3742890376.750961,311463629.5454549,2.803300389426321e+27,0.4,0.6,2.168791480651622e-22,2.895797528583287e-20,4.761881688502058e-26,1e-30,1e-30,3.643028149191418e-20,1e-30,1e-30,1e-30,5.507998688425363e-11
1951,30492187.5,3740394420.55775,311422762.1286116,2.800801016308918e+27,0.4,0.6,2.103486580475828e-22,2.859440760078457e-20,4.74546989629616e-26,1e-30,1e-30,3.597069006524235e-20,1e-30,1e-30,1e-30,5.476845158798123e-11
1952,30507812.5,3737899267.33045,311381894.7117682,2.798303006318745e+27,0.4,0.6,2.038181680300034e-22,2.823083991573628e-20,4.729058104090262e-26,1e-30,1e-30,3.551109863857051e-20,1e-30,1e-30,1e-30,5.445878954941705e-11
1953,30523437.5,3735404918.125479,311341027.2949248,2.795806360234084e+27,0.4,0.6,1.972876780124241e-22,2.786727223068798e-20,4.712646311884363e-26,1e-30,1e-30,3.505150721189868e-20,1e-30,1e-30,1e-30,5.415098833686427e-11
1954,30539062.5,3732911373.997966,311300159.8780814,2.793311078830037e+27,0.4,0.6,1.907571879948447e-22,2.750370454563969e-20,4.696234519678466e-26,1e-30,1e-30,3.459191578522685e-20,1e-30,1e-30,1e-30,5.384503561263237e-11
1955,30554687.5,3730418636.000686,311259292.461238,2.790817162878221e+27,0.4,0.6,1.842266979772653e-22,2.714013686059139e-20,4.679822727472567e-26,1e-30,1e-30,3.413232435855501e-20,1e-30,1e-30,1e-30,5.3540919132392316e-11
